,id,questionID,respondent,section,question,answer,value,explanation,variant,type,form
1862,2429,10201,90,feedback,How much do you agree with this statement: The conversation with the AI assistant felt natural.,Agree,4.0,"He was asking me like he is a friend of mine. He even rephrased a question, when i asked him to, and he explained it to me better",bfi2s_classic,classic,bfi
1863,2435,10202,90,feedback,How would you rate the overall experience of interacting with the AI assistant?,Good,4.0,It was good,bfi2s_classic,classic,bfi
1864,2441,10203,90,feedback,How would you rate your overall experience with this survey?,Very good,5.0,They survey show me who i am,bfi2s_classic,classic,bfi
1865,2457,10200,90,feedback,"During this survey, you interacted with a text-based AI assistant. If you had to choose, would you prefer this format or a voice-based assistant (where the AI speaks to you, and you also respond by speaking) for a similar survey in the future?",I prefer the text-based AI assistant (current version),3.0,So i will be able to read the text again,bfi2s_classic,classic,bfi
1866,2458,10206,90,feedback,"How many months are there in a year? Even though the correct answer is twelve, make sure to choose the option thirty.",30,,,bfi2s_classic,classic,bfi
1867,2459,10205,90,feedback,Is there anything else you'd like to tell us regarding this study?,,,,bfi2s_classic,classic,bfi
1868,4024,11101,156,demographics,What is your age?,55 and above,,,bfi2s_avatar,avatar,bfi
1869,4025,11102,156,demographics,Which gender do you identify as?,Male,,,bfi2s_avatar,avatar,bfi
1870,4028,11103,156,demographics,How do you identify yourself in terms of race?,White,,,bfi2s_avatar,avatar,bfi
1871,4030,11104,156,demographics,What is the highest education level you have completed?,Technical/community college,,,bfi2s_avatar,avatar,bfi
1872,4032,11109,156,demographics,"What is your personal income per year, after tax?","£30,000 - £39,999",,,bfi2s_avatar,avatar,bfi
1873,4033,11105,156,demographics,How often do you use a computer?,Multiple times a day,,,bfi2s_avatar,avatar,bfi
1874,4036,11106,156,demographics,What is your general attitude towards artificial intelligence?,Very positive,,,bfi2s_avatar,avatar,bfi
1875,4038,11107,156,demographics,"Have you previously interacted with AI-based conversational agents (e.g., chatbots, virtual assistants, avatars) in online surveys or other platforms?",Yes,,,bfi2s_avatar,avatar,bfi
1876,4039,11108,156,demographics,How would you rate your overall proficiency in English?,Native or bilingual speaker,,,bfi2s_avatar,avatar,bfi
1877,4040,11110,156,demographics,"You may love pizza or ice cream. But when we ask you what you would order in the restaurant, you need to choose a salad.",Salad,,,bfi2s_avatar,avatar,bfi
1878,4062,11000,156,questionnaire,Tends to be quiet.,Agree a little,,,bfi2s_avatar,avatar,bfi
1879,4065,11001,156,questionnaire,"Is compassionate, has a soft heart.",Agree a little,,,bfi2s_avatar,avatar,bfi
1880,4067,11002,156,questionnaire,Tends to be disorganized.,Disagree strongly,,,bfi2s_avatar,avatar,bfi
1881,4069,11003,156,questionnaire,Worries a lot.,Agree a little,,,bfi2s_avatar,avatar,bfi
1882,4071,11004,156,questionnaire,"Is fascinated by art, music, or literature.","Neutral, no opinion",,,bfi2s_avatar,avatar,bfi
1883,4078,11005,156,questionnaire,"Is dominant, acts as a leader.",Disagree a little,,,bfi2s_avatar,avatar,bfi
1884,4079,11006,156,questionnaire,Is sometimes rude to others.,"Neutral, no opinion",,,bfi2s_avatar,avatar,bfi
1885,4080,11007,156,questionnaire,Has difficulty getting started on tasks.,Disagree a little,,,bfi2s_avatar,avatar,bfi
1886,4093,11008,156,questionnaire,"Tends to feel depressed, blue.",Agree a little,,,bfi2s_avatar,avatar,bfi
1887,4098,11009,156,questionnaire,I prefer summer over winter.,"Agree strongly, Disagree strongly",,,bfi2s_avatar,avatar,bfi
1888,4100,11010,156,questionnaire,Has little interest in abstract ideas.,Disagree a little,,,bfi2s_avatar,avatar,bfi
1889,4101,11011,156,questionnaire,Is full of energy.,Agree a little,,,bfi2s_avatar,avatar,bfi
1890,4102,11012,156,questionnaire,Assumes the best about people.,"Neutral, no opinion",,,bfi2s_avatar,avatar,bfi
1891,4103,11013,156,questionnaire,"Is reliable, can always be counted on.",Agree a little,,,bfi2s_avatar,avatar,bfi
1892,4105,11014,156,questionnaire,"Is emotionally stable, not easily upset.",Agree a little,,,bfi2s_avatar,avatar,bfi
1893,4113,11015,156,questionnaire,"Is original, comes up with new ideas.","Neutral, no opinion",,,bfi2s_avatar,avatar,bfi
1894,4115,11016,156,questionnaire,"Is outgoing, sociable.","Neutral, no opinion",,,bfi2s_avatar,avatar,bfi
1895,4116,11017,156,questionnaire,Can be cold and uncaring.,Disagree a little,,,bfi2s_avatar,avatar,bfi
1896,4120,11018,156,questionnaire,Keeps things neat and tidy.,Agree strongly,,,bfi2s_avatar,avatar,bfi
1897,4124,11019,156,questionnaire,"Is relaxed, handles stress well.",Agree a little,,,bfi2s_avatar,avatar,bfi
1898,4125,11020,156,questionnaire,Has few artistic interests.,"Neutral, no opinion",,,bfi2s_avatar,avatar,bfi
1899,4127,11021,156,questionnaire,Prefers to have others take charge.,"Neutral, no opinion",,,bfi2s_avatar,avatar,bfi
1900,4129,11022,156,questionnaire,"Is respectful, treats others with respect.",Agree a little,,,bfi2s_avatar,avatar,bfi
1901,4141,11023,156,questionnaire,"Is persistent, works until the task is finished.",Agree a little,,,bfi2s_avatar,avatar,bfi
1902,4142,11024,156,questionnaire,"Feels secure, comfortable with self.",Agree a little,,,bfi2s_avatar,avatar,bfi
1903,4143,11025,156,questionnaire,"Is complex, a deep thinker.",Agree a little,,,bfi2s_avatar,avatar,bfi
1904,4145,11026,156,questionnaire,Is less active than other people.,Disagree strongly,,,bfi2s_avatar,avatar,bfi
1905,4146,11027,156,questionnaire,Tends to find fault with others.,"Neutral, no opinion",,,bfi2s_avatar,avatar,bfi
1906,4147,11028,156,questionnaire,Can be somewhat careless.,Disagree strongly,,,bfi2s_avatar,avatar,bfi
1907,4148,11029,156,questionnaire,"Is temperamental, gets emotional easily.",Disagree a little,,,bfi2s_avatar,avatar,bfi
1908,4149,11030,156,questionnaire,Has little creativity.,Disagree a little,,,bfi2s_avatar,avatar,bfi
1909,4158,11201,156,feedback,How much do you agree with this statement: The conversation with the AI assistant felt natural.,Agree,4.0,It didnt feel forced and was very pleasant,bfi2s_avatar,avatar,bfi
1910,4160,11202,156,feedback,How would you rate the overall experience of interacting with the AI assistant?,Good,4.0,I enjoyed it - we communicated well together.,bfi2s_avatar,avatar,bfi
1911,4161,11203,156,feedback,How would you rate your overall experience with this survey?,Very good,5.0,It is the first time I have used a physical AI bot to chat with and I found it very good overall.,bfi2s_avatar,avatar,bfi
1912,4163,11200,156,feedback,"During this survey, you interacted with a voice-based AI assistant. If you had to choose, would you prefer this format or a text-based assistant (where you communicate by typing) for a similar survey in the future?",I have no preference,1.0,I think either work very well.,bfi2s_avatar,avatar,bfi
1913,4165,11206,156,feedback,"How many months are there in a year? Even though the correct answer is twelve, make sure to choose the option thirty.",30,,,bfi2s_avatar,avatar,bfi
1914,4166,11205,156,feedback,Is there anything else you'd like to tell us regarding this study?,"Overall very interesting, thanks",,,bfi2s_avatar,avatar,bfi
1915,3404,11101,130,demographics,What is your age?,35-44,,,bfi2s_avatar,avatar,bfi
1916,3405,11102,130,demographics,Which gender do you identify as?,Female,,,bfi2s_avatar,avatar,bfi
1917,3406,11103,130,demographics,How do you identify yourself in terms of race?,White,,,bfi2s_avatar,avatar,bfi
1918,3407,11104,130,demographics,What is the highest education level you have completed?,Technical/community college,,,bfi2s_avatar,avatar,bfi
1919,3408,11109,130,demographics,"What is your personal income per year, after tax?","£20,000 - £29,999",,,bfi2s_avatar,avatar,bfi
1920,3409,11105,130,demographics,How often do you use a computer?,Multiple times a day,,,bfi2s_avatar,avatar,bfi
1921,3410,11106,130,demographics,What is your general attitude towards artificial intelligence?,Very positive,,,bfi2s_avatar,avatar,bfi
1922,3411,11107,130,demographics,"Have you previously interacted with AI-based conversational agents (e.g., chatbots, virtual assistants, avatars) in online surveys or other platforms?",No,,,bfi2s_avatar,avatar,bfi
1923,3412,11108,130,demographics,How would you rate your overall proficiency in English?,Native or bilingual speaker,,,bfi2s_avatar,avatar,bfi
1924,3413,11110,130,demographics,"You may love pizza or ice cream. But when we ask you what you would order in the restaurant, you need to choose a salad.",Salad,,,bfi2s_avatar,avatar,bfi
1925,3431,11000,130,questionnaire,Tends to be quiet.,Agree a little,,,bfi2s_avatar,avatar,bfi
1926,3434,11001,130,questionnaire,"Is compassionate, has a soft heart.",Agree a little,,,bfi2s_avatar,avatar,bfi
1927,3435,11002,130,questionnaire,Tends to be disorganized.,Disagree a little,,,bfi2s_avatar,avatar,bfi
1928,3436,11003,130,questionnaire,Worries a lot.,Agree strongly,,,bfi2s_avatar,avatar,bfi
1929,3437,11004,130,questionnaire,"Is fascinated by art, music, or literature.","Neutral, no opinion",,,bfi2s_avatar,avatar,bfi
1930,3442,11005,130,questionnaire,"Is dominant, acts as a leader.",Agree a little,,,bfi2s_avatar,avatar,bfi
1931,3443,11006,130,questionnaire,Is sometimes rude to others.,Agree a little,,,bfi2s_avatar,avatar,bfi
1932,3445,11007,130,questionnaire,Has difficulty getting started on tasks.,Agree a little,,,bfi2s_avatar,avatar,bfi
1933,3449,11008,130,questionnaire,"Tends to feel depressed, blue.",Agree a little,,,bfi2s_avatar,avatar,bfi
1934,3454,11009,130,questionnaire,I prefer summer over winter.,"Agree strongly, Disagree strongly",,,bfi2s_avatar,avatar,bfi
1935,3456,11010,130,questionnaire,Has little interest in abstract ideas.,"Neutral, no opinion",,,bfi2s_avatar,avatar,bfi
1936,3458,11011,130,questionnaire,Is full of energy.,Disagree a little,,,bfi2s_avatar,avatar,bfi
1937,3462,11012,130,questionnaire,Assumes the best about people.,"Neutral, no opinion",,,bfi2s_avatar,avatar,bfi
1938,3463,11013,130,questionnaire,"Is reliable, can always be counted on.",Agree a little,,,bfi2s_avatar,avatar,bfi
1939,3464,11014,130,questionnaire,"Is emotionally stable, not easily upset.","Neutral, no opinion",,,bfi2s_avatar,avatar,bfi
1940,3467,11015,130,questionnaire,"Is original, comes up with new ideas.",Agree a little,,,bfi2s_avatar,avatar,bfi
1941,3468,11016,130,questionnaire,"Is outgoing, sociable.",Disagree a little,,,bfi2s_avatar,avatar,bfi
1942,3469,11017,130,questionnaire,Can be cold and uncaring.,Disagree a little,,,bfi2s_avatar,avatar,bfi
1943,3470,11018,130,questionnaire,Keeps things neat and tidy.,Disagree a little,,,bfi2s_avatar,avatar,bfi
1944,3471,11019,130,questionnaire,"Is relaxed, handles stress well.",Disagree a little,,,bfi2s_avatar,avatar,bfi
1945,3472,11020,130,questionnaire,Has few artistic interests.,Agree strongly,,,bfi2s_avatar,avatar,bfi
1946,3473,11021,130,questionnaire,Prefers to have others take charge.,"Neutral, no opinion",,,bfi2s_avatar,avatar,bfi
1947,3474,11022,130,questionnaire,"Is respectful, treats others with respect.",Agree a little,,,bfi2s_avatar,avatar,bfi
1948,3479,11023,130,questionnaire,"Is persistent, works until the task is finished.",Agree a little,,,bfi2s_avatar,avatar,bfi
1949,3480,11024,130,questionnaire,"Feels secure, comfortable with self.",Disagree a little,,,bfi2s_avatar,avatar,bfi
1950,3481,11025,130,questionnaire,"Is complex, a deep thinker.",Agree a little,,,bfi2s_avatar,avatar,bfi
1951,3482,11026,130,questionnaire,Is less active than other people.,Agree a little,,,bfi2s_avatar,avatar,bfi
1952,3483,11027,130,questionnaire,Tends to find fault with others.,"Neutral, no opinion",,,bfi2s_avatar,avatar,bfi
1953,3484,11028,130,questionnaire,Can be somewhat careless.,Agree a little,,,bfi2s_avatar,avatar,bfi
1954,3486,11029,130,questionnaire,"Is temperamental, gets emotional easily.","Neutral, no opinion",,,bfi2s_avatar,avatar,bfi
1955,3488,11030,130,questionnaire,Has little creativity.,Agree strongly,,,bfi2s_avatar,avatar,bfi
1956,3495,11201,130,feedback,How much do you agree with this statement: The conversation with the AI assistant felt natural.,Neutral,3.0,Some of the answers i gave didn't match what i had said,bfi2s_avatar,avatar,bfi
1957,3496,11202,130,feedback,How would you rate the overall experience of interacting with the AI assistant?,Good,4.0,Despite the loading issues i thought the interaction was as good as expected,bfi2s_avatar,avatar,bfi
1958,3497,11203,130,feedback,How would you rate your overall experience with this survey?,Very good,5.0,I enjoyed the survey and finding out about my traits,bfi2s_avatar,avatar,bfi
1959,3498,11200,130,feedback,"During this survey, you interacted with a voice-based AI assistant. If you had to choose, would you prefer this format or a text-based assistant (where you communicate by typing) for a similar survey in the future?",I have no preference,1.0,It would all depend on the situation as to if i was to use text or virtual,bfi2s_avatar,avatar,bfi
1960,3499,11206,130,feedback,"How many months are there in a year? Even though the correct answer is twelve, make sure to choose the option thirty.",30,,,bfi2s_avatar,avatar,bfi
1961,3500,11205,130,feedback,Is there anything else you'd like to tell us regarding this study?,3,,,bfi2s_avatar,avatar,bfi
1962,1867,10101,87,demographics,What is your age?,25-34,,,bfi2s_classic,classic,bfi
1963,1868,10102,87,demographics,Which gender do you identify as?,Female,,,bfi2s_classic,classic,bfi
1964,1869,10103,87,demographics,How do you identify yourself in terms of race?,Black,,,bfi2s_classic,classic,bfi
1965,1870,10104,87,demographics,What is the highest education level you have completed?,Graduate degree,,,bfi2s_classic,classic,bfi
1966,1871,10109,87,demographics,"What is your personal income per year, after tax?","£30,000 - £39,999",,,bfi2s_classic,classic,bfi
1967,1872,10105,87,demographics,How often do you use a computer?,Multiple times a day,,,bfi2s_classic,classic,bfi
1968,1873,10106,87,demographics,What is your general attitude towards artificial intelligence?,Somewhat positive,,,bfi2s_classic,classic,bfi
1969,1874,10107,87,demographics,"Have you previously interacted with AI-based conversational agents (e.g., chatbots, virtual assistants, avatars) in online surveys or other platforms?",Yes,,,bfi2s_classic,classic,bfi
1970,1875,10108,87,demographics,How would you rate your overall proficiency in English?,Native or bilingual speaker,,,bfi2s_classic,classic,bfi
1971,1876,10110,87,demographics,"You may love pizza or ice cream. But when we ask you what you would order in the restaurant, you need to choose a salad.",Salad,,,bfi2s_classic,classic,bfi
1972,1877,10000,87,questionnaire,Tends to be quiet.,Agree a little,,,bfi2s_classic,classic,bfi
1973,1881,10001,87,questionnaire,"Is compassionate, has a soft heart.",Agree a little,,,bfi2s_classic,classic,bfi
1974,1883,10002,87,questionnaire,Tends to be disorganized.,Agree a little,,,bfi2s_classic,classic,bfi
1975,1886,10003,87,questionnaire,Worries a lot.,"Neutral, no opinion",,,bfi2s_classic,classic,bfi
1976,1903,10004,87,questionnaire,"Is fascinated by art, music, or literature.",Agree a little,,,bfi2s_classic,classic,bfi
1977,1931,10005,87,questionnaire,"Is dominant, acts as a leader.",Agree strongly,,,bfi2s_classic,classic,bfi
1978,1932,10006,87,questionnaire,Is sometimes rude to others.,"Neutral, no opinion",,,bfi2s_classic,classic,bfi
1979,1935,10007,87,questionnaire,Has difficulty getting started on tasks.,"Neutral, no opinion",,,bfi2s_classic,classic,bfi
1980,1942,10008,87,questionnaire,"Tends to feel depressed, blue.",Disagree a little,,,bfi2s_classic,classic,bfi
1981,1948,10009,87,questionnaire,I prefer summer over winter.,"Neutral, no opinion",,,bfi2s_classic,classic,bfi
1982,1950,10010,87,questionnaire,Has little interest in abstract ideas.,Agree a little,,,bfi2s_classic,classic,bfi
1983,1953,10011,87,questionnaire,Is full of energy.,Agree a little,,,bfi2s_classic,classic,bfi
1984,1976,10012,87,questionnaire,Assumes the best about people.,Agree strongly,,,bfi2s_classic,classic,bfi
1985,1978,10013,87,questionnaire,"Is reliable, can always be counted on.",Agree strongly,,,bfi2s_classic,classic,bfi
1986,1979,10014,87,questionnaire,"Is emotionally stable, not easily upset.",Agree strongly,,,bfi2s_classic,classic,bfi
1987,1999,10015,87,questionnaire,"Is original, comes up with new ideas.",Agree strongly,,,bfi2s_classic,classic,bfi
1988,2000,10016,87,questionnaire,"Is outgoing, sociable.",Agree strongly,,,bfi2s_classic,classic,bfi
1989,2004,10017,87,questionnaire,Can be cold and uncaring.,Agree strongly,,,bfi2s_classic,classic,bfi
1990,2028,10018,87,questionnaire,Keeps things neat and tidy.,"Neutral, no opinion",,,bfi2s_classic,classic,bfi
1991,2060,10019,87,questionnaire,"Is relaxed, handles stress well.",Agree strongly,,,bfi2s_classic,classic,bfi
1992,2062,10020,87,questionnaire,Has few artistic interests.,Agree a little,,,bfi2s_classic,classic,bfi
1993,2063,10021,87,questionnaire,Prefers to have others take charge.,"Neutral, no opinion",,,bfi2s_classic,classic,bfi
1994,2065,10022,87,questionnaire,"Is respectful, treats others with respect.",Agree a little,,,bfi2s_classic,classic,bfi
1995,2092,10023,87,questionnaire,"Is persistent, works until the task is finished.",Agree a little,,,bfi2s_classic,classic,bfi
1996,2099,10024,87,questionnaire,"Feels secure, comfortable with self.",Agree strongly,,,bfi2s_classic,classic,bfi
1997,2101,10025,87,questionnaire,"Is complex, a deep thinker.",Agree strongly,,,bfi2s_classic,classic,bfi
1998,2105,10026,87,questionnaire,Is less active than other people.,Disagree a little,,,bfi2s_classic,classic,bfi
1999,2108,10027,87,questionnaire,Tends to find fault with others.,Disagree strongly,,,bfi2s_classic,classic,bfi
2000,2110,10028,87,questionnaire,Can be somewhat careless.,Disagree a little,,,bfi2s_classic,classic,bfi
2001,2113,10029,87,questionnaire,"Is temperamental, gets emotional easily.",Disagree a little,,,bfi2s_classic,classic,bfi
2002,2114,10030,87,questionnaire,Has little creativity.,Disagree a little,,,bfi2s_classic,classic,bfi
2003,2227,10201,87,feedback,How much do you agree with this statement: The conversation with the AI assistant felt natural.,Agree,4.0,"It was a natural conversation, even though I knew the AI would ask some specific questions",bfi2s_classic,classic,bfi
2004,2230,10202,87,feedback,How would you rate the overall experience of interacting with the AI assistant?,Good,4.0,"It was a good experience, no issues",bfi2s_classic,classic,bfi
2005,2235,10203,87,feedback,How would you rate your overall experience with this survey?,Very good,5.0,"It's a very good experience, I learned new things",bfi2s_classic,classic,bfi
2006,2241,10200,87,feedback,"During this survey, you interacted with a text-based AI assistant. If you had to choose, would you prefer this format or a voice-based assistant (where the AI speaks to you, and you also respond by speaking) for a similar survey in the future?",I have no preference,1.0,Both are good,bfi2s_classic,classic,bfi
2007,2245,10206,87,feedback,"How many months are there in a year? Even though the correct answer is twelve, make sure to choose the option thirty.",30,,,bfi2s_classic,classic,bfi
2008,2248,10205,87,feedback,Is there anything else you'd like to tell us regarding this study?,,,,bfi2s_classic,classic,bfi
2009,2013,21101,98,demographics,What is your age?,25-34,,,cfq_avatar,avatar,cfq
2010,2014,21102,98,demographics,Which gender do you identify as?,Female,,,cfq_avatar,avatar,cfq
2011,2015,21103,98,demographics,How do you identify yourself in terms of race?,White,,,cfq_avatar,avatar,cfq
2012,2017,21104,98,demographics,What is the highest education level you have completed?,Graduate degree,,,cfq_avatar,avatar,cfq
2013,2019,21109,98,demographics,"What is your personal income per year, after tax?","£30,000 - £39,999",,,cfq_avatar,avatar,cfq
2014,2023,21105,98,demographics,How often do you use a computer?,At least once a day,,,cfq_avatar,avatar,cfq
2015,2027,21106,98,demographics,What is your general attitude towards artificial intelligence?,Somewhat positive,,,cfq_avatar,avatar,cfq
2016,2031,21107,98,demographics,"Have you previously interacted with AI-based conversational agents (e.g., chatbots, virtual assistants, avatars) in online surveys or other platforms?",Yes,,,cfq_avatar,avatar,cfq
2017,2033,22108,98,demographics,How would you rate your overall proficiency in English?,Native or bilingual speaker,,,cfq_avatar,avatar,cfq
2018,2038,21110,98,demographics,"You may love pizza or ice cream. But when we ask you what you would order in the restaurant, you need to choose a salad.",Salad,,,cfq_avatar,avatar,cfq
2019,2107,21000,98,questionnaire,Do you read something and find you haven't been thinking about it and must read it again?,Very rarely,,,cfq_avatar,avatar,cfq
2020,2112,21001,98,questionnaire,Do you find you forget why you went from one part of the house to the other?,Very often,,,cfq_avatar,avatar,cfq
2021,2157,21002,98,questionnaire,Do you fail to notice signposts on the road?,Very rarely,,,cfq_avatar,avatar,cfq
2022,2159,21003,98,questionnaire,Do you find you confuse right and left when giving directions?,Very often,,,cfq_avatar,avatar,cfq
2023,2162,21004,98,questionnaire,Do you bump into people?,Very rarely,,,cfq_avatar,avatar,cfq
2024,2166,21005,98,questionnaire,Do you forget whether you've turned off a light or a fire or locked the door?,Very rarely,,,cfq_avatar,avatar,cfq
2025,2187,21006,98,questionnaire,Do you fail to listen to people's names when you are meeting them?,Quite often,,,cfq_avatar,avatar,cfq
2026,2218,21007,98,questionnaire,Do you say something and realize afterwards that it might be taken as insulting?,Very rarely,,,cfq_avatar,avatar,cfq
2027,2223,21008,98,questionnaire,Do you fail to hear people speaking to you when you are doing something else?,Very rarely,,,cfq_avatar,avatar,cfq
2028,2239,21009,98,questionnaire,Do you go to summer vacations?,Very often,,,cfq_avatar,avatar,cfq
2029,2246,21010,98,questionnaire,Do you lose your temper and regret it?,Very often,,,cfq_avatar,avatar,cfq
2030,2249,21011,98,questionnaire,Do you leave important letters unanswered for days?,Quite often,,,cfq_avatar,avatar,cfq
2031,2252,21012,98,questionnaire,Do you find you forget which way to turn on a road you know well but rarely use?,Very rarely,,,cfq_avatar,avatar,cfq
2032,2254,21013,98,questionnaire,Do you fail to see what you want in a supermarket (although it's there)?,Quite often,,,cfq_avatar,avatar,cfq
2033,2256,21014,98,questionnaire,Do you find yourself suddenly wondering whether you've used a word correctly?,Quite often,,,cfq_avatar,avatar,cfq
2034,2257,21015,98,questionnaire,Do you have trouble making up your mind?,Very often,,,cfq_avatar,avatar,cfq
2035,2258,21016,98,questionnaire,Do you forget appointments?,Quite often,,,cfq_avatar,avatar,cfq
2036,2261,21017,98,questionnaire,Do you forget where you put something like a newspaper or a book?,Occasionally,,,cfq_avatar,avatar,cfq
2037,2277,21018,98,questionnaire,Do you accidentally throw away the thing you want and keep what you meant to throw away?,Very rarely,,,cfq_avatar,avatar,cfq
2038,2281,21019,98,questionnaire,Do you daydream when you ought to be listening to something?,Quite often,,,cfq_avatar,avatar,cfq
2039,2326,21020,98,questionnaire,Do you forget people's names?,Quite often,,,cfq_avatar,avatar,cfq
2040,2329,21021,98,questionnaire,Do you start doing one thing at home and get distracted into doing something else?,Quite often,,,cfq_avatar,avatar,cfq
2041,2334,21022,98,questionnaire,Do you find you can't quite remember something although it's on the tip of your tongue?,Quite often,,,cfq_avatar,avatar,cfq
2042,2351,21023,98,questionnaire,Do you forget what you came to the shops to buy?,Quite often,,,cfq_avatar,avatar,cfq
2043,2375,21024,98,questionnaire,Do you drop things?,Very rarely,,,cfq_avatar,avatar,cfq
2044,2377,21025,98,questionnaire,Do you find you can't think of anything to say?,Very often,,,cfq_avatar,avatar,cfq
2045,2437,21201,98,feedback,How much do you agree with this statement: The conversation with the AI assistant felt natural.,Disagree,2.0,"She did not understand me, lots of repeatin. Weird nodding and movement of the head on a loop",cfq_avatar,avatar,cfq
2046,2444,21202,98,feedback,How would you rate the overall experience of interacting with the AI assistant?,Good,4.0,It was good overall,cfq_avatar,avatar,cfq
2047,2448,21203,98,feedback,How would you rate your overall experience with this survey?,Neutral,3.0,"Slow, and i had to repeat myself a lot",cfq_avatar,avatar,cfq
2048,2453,21200,98,feedback,"During this survey, you interacted with a voice-based AI assistant. If you had to choose, would you prefer this format or a text-based assistant (where you communicate by typing) for a similar survey in the future?",I prefer the text-based AI assistant (the alternative),2.0,I found it less odd,cfq_avatar,avatar,cfq
2049,2456,21206,98,feedback,"How many months are there in a year? Even though the correct answer is twelve, make sure to choose the option thirty.",30,,,cfq_avatar,avatar,cfq
2050,2461,21205,98,feedback,Is there anything else you'd like to tell us regarding this study?,On the attention question i tried to click never and very often but clicked continue instead about summer holiday,,,cfq_avatar,avatar,cfq
2051,2093,21101,100,demographics,What is your age?,25-34,,,cfq_avatar,avatar,cfq
2052,2095,21102,100,demographics,Which gender do you identify as?,Male,,,cfq_avatar,avatar,cfq
2053,2096,21103,100,demographics,How do you identify yourself in terms of race?,White,,,cfq_avatar,avatar,cfq
2054,2098,21104,100,demographics,What is the highest education level you have completed?,High school diploma,,,cfq_avatar,avatar,cfq
2055,2100,21109,100,demographics,"What is your personal income per year, after tax?","£0 - £9,999",,,cfq_avatar,avatar,cfq
2056,2102,21105,100,demographics,How often do you use a computer?,Multiple times a day,,,cfq_avatar,avatar,cfq
2057,2104,21106,100,demographics,What is your general attitude towards artificial intelligence?,Somewhat negative,,,cfq_avatar,avatar,cfq
2058,2106,21107,100,demographics,"Have you previously interacted with AI-based conversational agents (e.g., chatbots, virtual assistants, avatars) in online surveys or other platforms?",Yes,,,cfq_avatar,avatar,cfq
2059,2109,22108,100,demographics,How would you rate your overall proficiency in English?,Native or bilingual speaker,,,cfq_avatar,avatar,cfq
2060,2111,21110,100,demographics,"You may love pizza or ice cream. But when we ask you what you would order in the restaurant, you need to choose a salad.",Salad,,,cfq_avatar,avatar,cfq
2061,2167,21000,100,questionnaire,Do you read something and find you haven't been thinking about it and must read it again?,Quite often,,,cfq_avatar,avatar,cfq
2062,2168,21001,100,questionnaire,Do you find you forget why you went from one part of the house to the other?,Very rarely,,,cfq_avatar,avatar,cfq
2063,2192,21002,100,questionnaire,Do you fail to notice signposts on the road?,Very rarely,,,cfq_avatar,avatar,cfq
2064,2196,21003,100,questionnaire,Do you find you confuse right and left when giving directions?,Very rarely,,,cfq_avatar,avatar,cfq
2065,2197,21004,100,questionnaire,Do you bump into people?,Occasionally,,,cfq_avatar,avatar,cfq
2066,2202,21005,100,questionnaire,Do you forget whether you've turned off a light or a fire or locked the door?,Very rarely,,,cfq_avatar,avatar,cfq
2067,2229,21006,100,questionnaire,Do you fail to listen to people's names when you are meeting them?,Quite often,,,cfq_avatar,avatar,cfq
2068,2260,21007,100,questionnaire,Do you say something and realize afterwards that it might be taken as insulting?,Very often,,,cfq_avatar,avatar,cfq
2069,2262,21008,100,questionnaire,Do you fail to hear people speaking to you when you are doing something else?,Very rarely,,,cfq_avatar,avatar,cfq
2070,2282,21009,100,questionnaire,Do you go to summer vacations?,"Very often, Never",,,cfq_avatar,avatar,cfq
2071,2283,21010,100,questionnaire,Do you lose your temper and regret it?,Never,,,cfq_avatar,avatar,cfq
2072,2285,21011,100,questionnaire,Do you leave important letters unanswered for days?,Never,,,cfq_avatar,avatar,cfq
2073,2288,21012,100,questionnaire,Do you find you forget which way to turn on a road you know well but rarely use?,Never,,,cfq_avatar,avatar,cfq
2074,2290,21013,100,questionnaire,Do you fail to see what you want in a supermarket (although it's there)?,Never,,,cfq_avatar,avatar,cfq
2075,2293,21014,100,questionnaire,Do you find yourself suddenly wondering whether you've used a word correctly?,Very rarely,,,cfq_avatar,avatar,cfq
2076,2294,21015,100,questionnaire,Do you have trouble making up your mind?,Very rarely,,,cfq_avatar,avatar,cfq
2077,2296,21016,100,questionnaire,Do you forget appointments?,Never,,,cfq_avatar,avatar,cfq
2078,2297,21017,100,questionnaire,Do you forget where you put something like a newspaper or a book?,Never,,,cfq_avatar,avatar,cfq
2079,2323,21018,100,questionnaire,Do you accidentally throw away the thing you want and keep what you meant to throw away?,Never,,,cfq_avatar,avatar,cfq
2080,2330,21019,100,questionnaire,Do you daydream when you ought to be listening to something?,Never,,,cfq_avatar,avatar,cfq
2081,2348,21020,100,questionnaire,Do you forget people's names?,Occasionally,,,cfq_avatar,avatar,cfq
2082,2349,21021,100,questionnaire,Do you start doing one thing at home and get distracted into doing something else?,Very rarely,,,cfq_avatar,avatar,cfq
2083,2350,21022,100,questionnaire,Do you find you can't quite remember something although it's on the tip of your tongue?,Never,,,cfq_avatar,avatar,cfq
2084,2378,21023,100,questionnaire,Do you forget what you came to the shops to buy?,Never,,,cfq_avatar,avatar,cfq
2085,2394,21024,100,questionnaire,Do you drop things?,Occasionally,,,cfq_avatar,avatar,cfq
2086,2395,21025,100,questionnaire,Do you find you can't think of anything to say?,Very rarely,,,cfq_avatar,avatar,cfq
2087,2436,21201,100,feedback,How much do you agree with this statement: The conversation with the AI assistant felt natural.,Strongly disagree,1.0,It was all very generic and didn't feel real,cfq_avatar,avatar,cfq
